job title,hiring organization,date posted,valid through,sector,job location,experience required,education requirement,type of contract,available posts
RESPONSABLE MANAGMENT QUALITE,TapidOr,2025-01-01 15:24:48.814,2025-02-28 23:59:59.000,Industries,['Oran'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Directeur approvisionnement et planification,Entreprise anonyme,2024-12-31 18:45:07.939,2025-03-01 23:59:59.000,Industries,['Alger'],['Plus de 10 Ans'],['Bac + 4'],CDI,1
Gestionnaire de Clientèle Particuliers & Professionnels (H/F),Natixis Algérie,2024-12-31 15:09:07.209,2025-03-01 23:59:59.000,"Banque, Assurance, Finance",['Oran'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4']",CDI,1
Chef de Département Finance,Importante entreprise,2024-12-31 15:00:55.332,2025-03-01 23:59:59.000,"Energie, Mines, Matière Première",['Alger'],"['6 À 10 Ans', 'Plus de 10 Ans']","['Bac + 5', 'Bac + 7', 'Bac + 4', 'Bac + 3']",CDI | CDD Ou Mission,1
Marketing Specialist ( Remote ),Easy Micro Drive,2024-12-31 14:50:29.000,2025-02-17 23:59:59.000,Services,Algérie,['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",None spécifiée,1
Responsable Logistique Régional/ Oran,Equatorial Coca-Cola Bottling Company (ECCBC Algérie),2024-12-31 14:13:31.455,2025-03-01 23:59:59.000,Industries,['Oran'],['6 À 10 Ans'],['Bac + 4'],CDI,1
RESPONSABLE COMMERCIAL CONSTRUCTION/PROJET CHANTIER  (ZONE CENTRE/SUD-CENTRE DE L’ALGERIE),SARL SILKPAINT,2024-12-31 14:09:24.236,2025-03-01 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",None spécifiée,1
opérateurs de salle de contrôle,SARL LOTFI ELECTONICS ( Géant Electronics),2024-12-31 14:07:54.551,2025-03-01 23:59:59.000,Industries,"Bordj Bou Arreridj, Daïra Bordj Bou Arreridj, Bordj Bou Arreridj, Algérie",['1 À 2 Ans'],['Bac + 2'],CDD Ou Mission,1
RESPONSABLE COMMERCIAL CONSTRUCTION/PROJET CHANTIER    (ZONE OUEST/SUD-OUEST DE L’ALGERIE),SARL SILKPAINT,2024-12-31 14:03:27.000,2025-03-01 23:59:59.000,Industries,['Oran'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",None spécifiée,1
RESPONSABLE COMMERCIAL CONSTRUCTION/PROJET CHANTIER   (ZONE EST/SUD-EST DE L’ALGERIE),SARL SILKPAINT,2024-12-31 13:59:33.252,2025-03-01 23:59:59.000,Industries,['Sétif'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",None spécifiée,1
Délégué Médical (Tizi Ouzou),Pharmalliance,2024-12-31 13:58:16.000,2025-02-27 23:59:59.000,Industries,['Tizi Ouzou'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 7', 'Bac + 4']",CDI | CDD Ou Mission,1
caissière réceptionniste ,Ecochauffe,2024-12-31 13:42:22.168,2025-03-01 13:42:22.095,"Distribution, Commerce",['Alger'],['1 À 2 Ans'],"['Bac', 'Formation Professionnelle', 'Niveau Terminal']",CDD Ou Mission,1
Responsable De Management De La Qualite,Smart family space,2024-12-31 13:36:55.744,2025-03-01 13:36:55.703,Services,['Alger'],['1 À 2 Ans'],['Bac + 2'],CDD Ou Mission,1
Conducteur Engin,Entreprise anonyme,2024-12-31 13:33:10.911,2025-03-01 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['1 À 2 Ans'],"['Niveau Secondaire', 'Formation Professionnelle']",CDD Ou Mission,5
Secrétaire Bureautique,Les leaders de demain,2024-12-31 13:32:09.397,2025-03-01 13:32:09.359,Services,['Tipaza'],['1 À 2 Ans'],['Niveau Terminal'],CDD Ou Mission,1
Représentant Commercial (territoire national),Transsion Algeria,2024-12-31 13:30:03.031,2025-03-01 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['3 À 5 Ans'],None spécifiée,None spécifiée,1
Mécanicien,Entreprise anonyme,2024-12-31 13:29:36.167,2025-03-01 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['1 À 2 Ans'],['Formation Professionnelle'],CDD Ou Mission,5
Commercial(e),SARL Must Emballages,2024-12-31 13:18:49.000,2025-01-30 23:59:59.000,Services,['Tipaza'],['1 À 2 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
HR Business Partner,Equatorial Coca-Cola Bottling Company (ECCBC Algérie),2024-12-31 13:13:21.000,2025-02-17 23:59:59.000,Industries,['Alger'],['Plus de 10 Ans'],['Bac + 4'],CDI,1
Assistant(e) Administratif Et Financier,Make cosmetic,2024-12-31 12:54:54.426,2025-03-01 12:54:54.380,Industries,['Sétif'],"['Sans Expérience', 'Moins D’un An', '1 À 2 Ans']","['Bac + 5', 'Bac + 4', 'Bac + 3', 'Formation Professionnelle']",CDD Ou Mission,1
Superviseur Régional Des Ventes,Make cosmetic,2024-12-31 12:53:50.402,2025-03-01 12:53:50.346,Industries,"['Constantine', 'Mostaganem', 'Sétif', 'Oran', 'Alger']","['Moins D’un An', '1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4', 'Bac + 3', 'Formation Professionnelle']",CDD Ou Mission,3
Auditeur Principal,Entreprise d'appui au développement du numérique (EADN),2024-12-31 11:42:04.365,2025-03-01 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['3 À 5 Ans'],['Bac + 4'],CDD Ou Mission,3
Chimiste,Make cosmetic,2024-12-31 11:28:19.248,2025-03-01 11:28:19.218,Industries,['Sétif'],"['Sans Expérience', 'Moins D’un An', '1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 7', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,1
Cadre financier,Entreprise anonyme,2024-12-31 11:06:41.312,2025-03-01 23:59:59.000,"Energie, Mines, Matière Première",['Alger'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 7', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,4
Chef d'équipe Logistique,Numilog,2024-12-31 11:04:38.972,2025-03-01 23:59:59.000,Services,['Sétif'],['3 À 5 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Chef d'équipe transport,Numilog,2024-12-31 11:04:15.766,2025-03-01 23:59:59.000,Services,['Sétif'],['3 À 5 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Analyste physico chimie sénior,PROFAM,2024-12-31 11:03:45.674,2025-03-01 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI,2
Directeur Marketing,Entreprise anonyme,2024-12-31 11:01:56.486,2025-03-01 23:59:59.000,Services,['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
Call Center Agent ,Ksel Technology,2024-12-31 10:56:29.596,2025-03-01 10:56:29.554,"Distribution, Commerce",['El Bayadh'],"['Sans Expérience', 'Moins D’un An']",['Bac + 3'],CDI,11
Responsable Services Généraux (Utilités),ALBAV SPA,2024-12-31 10:53:19.880,2025-03-01 23:59:59.000,Industries,['El Tarf'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Directeur Commercial,Falait,2024-12-31 10:51:27.018,2025-03-01 23:59:59.000,Industries,['Alger'],['Plus de 10 Ans'],['Bac + 3'],CDI,1
Contrôleur des documents,Le Groupe des Sociétés Hasnaoui,2024-12-31 10:50:39.402,2025-03-01 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['3 À 5 Ans'],['Bac + 4'],CDD Ou Mission,1
Commercial(e),Core Electric,2024-12-31 10:47:29.820,2025-03-01 10:47:29.763,"Distribution, Commerce",['Oran'],['1 À 2 Ans'],['Bac + 3'],CDD Ou Mission,1
Chargé(e) Recouvrement,HYDRA PHARM,2024-12-31 10:46:05.132,2025-03-01 23:59:59.000,"Distribution, Commerce",['Alger'],['1 À 2 Ans'],['Bac + 3'],CDI,1
Chef de Département Finance,Importante entreprise,2024-12-31 10:42:37.078,2025-03-01 23:59:59.000,"Energie, Mines, Matière Première",['Alger'],"['6 À 10 Ans', 'Plus de 10 Ans']","['Bac + 5', 'Bac + 7', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,1
Téléopérateurs,WD consulting,2024-12-31 10:38:36.302,2025-03-01 10:38:36.256,Services,Algérie,['Sans Expérience'],['Niveau Secondaire'],Indépendant/Saisonnier,8
Responsable Commercial Et Marketing,SARL daxi,2024-12-31 10:28:46.706,2025-03-01 10:28:46.664,Industries,['Alger'],['1 À 2 Ans'],['Bac + 4'],CDD Ou Mission,1
Approvisionneur Senior,Amimer Energie,2024-12-31 10:15:06.666,2025-03-01 23:59:59.000,Industries,['Blida'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Commerial,unipex,2024-12-31 10:05:25.802,2025-03-01 10:05:25.774,Industries,['Alger'],['1 À 2 Ans'],['Bac + 3'],CDI,10
Packaging Manager,HalKorb-RH,2024-12-31 10:04:42.903,2025-02-02 23:59:59.000,Services,['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Responsable Réseau de distribution,HalKorb-RH,2024-12-31 10:04:26.933,2025-01-20 23:59:59.000,Services,['Alger'],['6 À 10 Ans'],['Niveau universitaire'],CDI,1
Refinery Process & Performance Manager,HalKorb-RH,2024-12-31 10:02:53.774,2025-01-12 23:59:59.000,Services,['Oran'],['6 À 10 Ans'],['Bac + 5'],CDI,1
Inspecteur  Qualité,MIDY PEINTURE,2024-12-31 10:01:53.882,2025-03-01 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",None spécifiée,1
Conseiller Service Aprés Vente,SARL GBM AUTO,2024-12-31 09:55:36.415,2025-03-01 09:55:36.353,Services,['Alger'],['3 À 5 Ans'],['Bac + 3'],CDI,3
Field maintenance & readiness Engineer ( Constantine),Djezzy,2024-12-31 09:53:21.800,2025-03-01 23:59:59.000,"Informatique, Télécom, Internet",['Constantine'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4']",CDI,1
ASSISTANT(E) COMMECIALE ,KAGI,2024-12-31 09:37:08.859,2025-03-01 09:37:08.819,"Distribution, Commerce",['Alger'],"['Sans Expérience', 'Moins D’un An', '1 À 2 Ans', '3 À 5 Ans', '6 À 10 Ans']","['Bac', 'Bac + 3', 'Niveau Terminal', 'Bac + 2']",CDD Ou Mission,1
Sous-Directeur Etudes et Communication,AGLIC,2024-12-31 09:35:56.092,2025-03-01 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Purchasing Coordinator,eTalent. Solutions,2024-12-31 09:15:20.486,2025-02-23 11:05:38.451,Services,['Alger'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Chef de Département Credit Risk Reporting,Gulf Bank Algérie (AGB),2024-12-31 09:14:28.027,2025-03-01 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Electromécanicien,Entreprise anonyme,2024-12-31 09:05:53.190,2025-03-01 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],['Formation Professionnelle'],CDD Ou Mission,18
Agent d'entretien,Entreprise anonyme,2024-12-31 09:05:13.831,2025-03-01 23:59:59.000,Services,['Tizi Ouzou'],['Moins D’un An'],['Niveau Secondaire'],CDD Ou Mission,2
Web Developper ( REMOTE ),Easy Micro Drive,2024-12-31 09:01:12.984,2025-02-17 23:59:59.000,Services,Algérie,['3 À 5 Ans'],"['Bac + 5', 'Niveau universitaire', 'Bac + 3', 'Diplôme']",None spécifiée,1
Chauffeur semi-remorque,Numilog,2024-12-31 08:56:16.919,2025-02-27 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],"['Formation Professionnelle', 'Niveau Terminal']",CDD Ou Mission,15
Agent Polyvalent,La pause café,2024-12-31 08:28:32.228,2025-03-01 08:28:32.175,"Distribution, Commerce",['Alger'],['1 À 2 Ans'],['Niveau Terminal'],CDD Ou Mission,1
KYC  officer (H/F),Natixis Algérie,2024-12-31 08:13:46.450,2025-02-24 23:59:59.000,"Banque, Assurance, Finance",['Alger'],"['Sans Expérience', 'Moins D’un An']","['Bac + 4', 'Bac + 3']",CDI,4
Planificateur  transport,Numilog,2024-12-31 08:00:31.000,2025-02-22 23:59:59.000,Services,['Alger'],['1 À 2 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,2
Field Sales Representative,Yassir ,2024-12-31 07:51:51.000,2025-02-16 23:59:59.000,"Informatique, Télécom, Internet",['Oran'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Accountant & HR Specialist,Serioplast,2024-12-31 07:39:26.419,2025-02-28 23:59:59.000,Industries,['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
Electricien,Hôtel Sheraton,2024-12-31 07:33:23.352,2025-03-01 23:59:59.000,Services,['Alger'],"['1 À 2 Ans', '3 À 5 Ans']",['Formation Professionnelle'],CDD Ou Mission,3
Superviseur HVAC,Hôtel Sheraton,2024-12-31 07:31:47.447,2025-03-01 23:59:59.000,Services,['Alger'],"['1 À 2 Ans', '3 À 5 Ans']",['Formation Professionnelle'],CDD Ou Mission,1
Telecome coordinator,Hôtel Sheraton,2024-12-31 07:29:00.356,2025-03-01 23:59:59.000,Services,['Alger'],"['1 À 2 Ans', '3 À 5 Ans']",['Formation Professionnelle'],CDD Ou Mission,1
Responsable Magasin et Stocks,GEAT General Electric Algeria Turbines,2024-12-30 21:29:30.713,2025-02-27 23:59:59.000,"Energie, Mines, Matière Première",['Batna'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Assistant(e) Ressources Humaines,EURL TGCTP,2024-12-30 16:08:15.096,2025-02-28 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['1 À 2 Ans'],['Bac + 2'],CDD Ou Mission,1
Responsable juridique,Entreprise anonyme,2024-12-30 15:47:22.177,2025-02-28 23:59:59.000,Industries,['Alger'],['6 À 10 Ans'],['Bac + 4'],CDI,1
PHARMACIEN(NE) ASSISTANT(E),Sarl the abousamra brothers,2024-12-30 15:46:12.259,2025-02-28 23:59:59.000,"Distribution, Commerce",['Alger'],['1 À 2 Ans'],['Bac + 7'],CDI,4
MEDIABUYER,SAMANA ONLINE,2024-12-30 15:42:04.100,2025-02-28 15:42:03.961,Services,"['Tipaza', 'Alger']","['1 À 2 Ans', 'Moins D’un An']",['Niveau Secondaire'],Indépendant/Saisonnier,1
Chargé De Suivi Clientèle,Lalla Home,2024-12-30 15:36:45.716,2025-02-28 15:36:45.680,"BTP, Construction, Immobilier",['Alger'],"['1 À 2 Ans', '3 À 5 Ans', 'Moins D’un An', 'Sans Expérience']","['Bac + 5', 'Formation Professionnelle', 'Bac + 2', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,1
Chauffeur de Famille,Entreprise anonyme,2024-12-30 15:35:23.573,2025-02-28 23:59:59.000,"Distribution, Commerce",['Alger'],['3 À 5 Ans'],['Niveau Terminal'],CDI | CDD Ou Mission,1
Assistant(e)  Marketing,MADJOUR PLAST,2024-12-30 15:33:13.807,2025-02-28 15:33:13.739,Industries,['Sétif'],['1 À 2 Ans'],['Bac + 3'],CDD Ou Mission,1
Agent Commercial Polyvalent ( H- F) BC Rouiba,Société Générale Algérie,2024-12-30 15:24:57.000,2025-02-28 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['Moins D’un An'],['Bac + 3'],CDD Ou Mission,1
Comptable,Entreprise anonyme,2024-12-30 15:23:58.629,2025-02-28 15:23:58.589,"Distribution, Commerce",['Oran'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 7', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,4
Chef De Projet,SARL RBPROM,2024-12-30 15:17:10.434,2025-02-28 15:17:10.309,"BTP, Construction, Immobilier",['Mostaganem'],['1 À 2 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Cadre Administratif Chargé des Achats,Entreprise anonyme,2024-12-30 15:17:07.033,2025-02-28 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,1
English Teachers,Maternelle Montessori ,2024-12-30 15:05:30.091,2025-02-27 23:59:59.000,Services,['Alger'],['Sans Expérience'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,1
CHEF DE BASE VIE,Le Groupe des Sociétés Hasnaoui,2024-12-30 14:59:20.490,2025-02-28 23:59:59.000,"BTP, Construction, Immobilier","['Béchar', 'Alger']",['Plus de 10 Ans'],"['Bac + 4', 'Formation Professionnelle']",CDD Ou Mission,2
Ingénieur Soudage Métallurgiste,Entreprise anonyme,2024-12-30 14:59:19.000,2025-02-17 23:59:59.000,"Energie, Mines, Matière Première",['Alger'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4']",CDD Ou Mission,5
Réceptionniste/Chargée d'acceul,Sarl the abousamra brothers,2024-12-30 14:58:44.890,2025-02-28 23:59:59.000,"Distribution, Commerce",['Alger'],"['1 À 2 Ans', '3 À 5 Ans']",['Bac'],CDD Ou Mission,3
Data Analyst,Entreprise anonyme,2024-12-30 14:58:17.653,2025-02-28 23:59:59.000,"Distribution, Commerce",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Ingénieur Protection cathodique Corrosion,Entreprise anonyme,2024-12-30 14:58:15.000,2025-02-23 23:59:59.000,"Energie, Mines, Matière Première",['Alger'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4']",CDD Ou Mission,5
Commercial SAV,Sarl F Eldjazair Motors ,2024-12-30 14:57:56.385,2025-02-28 23:59:59.000,Services,"['Alger', 'Oran']",['3 À 5 Ans'],['Bac + 3'],None spécifiée,2
Facilities supervisor,Yassir ,2024-12-30 14:57:33.268,2025-02-28 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Niveau universitaire', 'Bac + 3', 'Diplôme']",CDD Ou Mission,1
Acheteur Sénior,"SPA Vital Care Production, Distribution et Logistique ",2024-12-30 14:57:07.086,2025-02-28 23:59:59.000,Industries,['Alger'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 4', 'Bac + 3']",CDI,1
Technicien de préparation,"SPA Vital Care Production, Distribution et Logistique ",2024-12-30 14:56:39.424,2025-02-28 23:59:59.000,Industries,['Alger'],['Moins D’un An'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Digital Solutions and IT Infrastructure Manager,Laboratoire Merinal,2024-12-30 14:56:15.861,2025-01-24 23:59:59.000,Industries,['Alger'],"['6 À 10 Ans', 'Plus de 10 Ans']","['Bac + 5', 'Bac + 4']",CDI,1
Ingénieur Instrumentation (Contrôleur APV-APG),Entreprise anonyme,2024-12-30 14:55:21.000,2025-02-23 23:59:59.000,"Energie, Mines, Matière Première",['Alger'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4']",CDD Ou Mission,2
Chargé(e) du Rétablissement des Liens Familiaux (RLF),Croissant Rouge,2024-12-30 14:54:30.984,2025-02-28 23:59:59.000,"Fonction Publique, Administration",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI | CDD Ou Mission,1
Responsable Marketing, Pafen dz,2024-12-30 14:34:45.965,2025-02-28 23:59:59.000,Services,['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",None spécifiée,1
TECHNICIEN TRAITEMENT DES EAUX,TapidOr,2024-12-30 13:37:53.197,2025-02-28 23:59:59.000,Industries,['Oran'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 4', 'Bac + 2']",CDD Ou Mission,2
Acheteur Sénior,"SPA Vital Care Production, Distribution et Logistique ",2024-12-30 12:41:20.771,2025-02-28 23:59:59.000,Industries,['Alger'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 4', 'Bac + 3']",CDI,1
Superviseur Des Ventes (Oum El Bouaghi),SPA Hygianis,2024-12-30 11:44:24.609,2025-02-28 23:59:59.000,"Distribution, Commerce",['Oum El Bouaghi'],['3 À 5 Ans'],['Bac + 4'],CDD Ou Mission,1
Merchandiser (  Tébessa ),SPA Hygianis,2024-12-30 11:41:32.624,2025-02-28 23:59:59.000,"Distribution, Commerce",['Tébessa'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Chargé des Opérations,GoDyma,2024-12-30 11:09:25.604,2025-02-28 23:59:59.000,Services,['Relizane'],['1 À 2 Ans'],['Bac + 3'],CDD Ou Mission,2
Cloud Advisory Manager,Djezzy,2024-12-30 11:07:38.764,2025-02-28 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Comptable analytique,RB TRADING,2024-12-30 11:00:31.828,2025-02-28 23:59:59.000,"Distribution, Commerce",['Tlemcen'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Cadre Statistique,RB TRADING,2024-12-30 10:58:56.820,2025-02-28 23:59:59.000,"Distribution, Commerce",['Tlemcen'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Responsable des ventes,RB TRADING,2024-12-30 10:58:31.453,2025-02-28 23:59:59.000,"Distribution, Commerce","['Sidi Bel Abbès', 'Tlemcen', 'Aïn Témouchent', 'Oran']",['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Technicien audio visuel,Hôtel Sheraton,2024-12-30 10:57:51.000,2025-02-24 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],['Formation Professionnelle'],CDD Ou Mission,2
Assistant de directeur,RB TRADING,2024-12-30 10:57:18.464,2025-02-28 23:59:59.000,"Distribution, Commerce",['Tlemcen'],['1 À 2 Ans'],"['Bac + 5', 'Niveau universitaire', 'Bac + 3', 'Diplôme']",CDD Ou Mission,1
Assistant(e) Chef de Produit,Brandt Algérie,2024-12-30 10:48:33.000,2025-02-15 23:59:59.000,Industries,['Alger'],"['Sans Expérience', 'Moins D’un An']",['Bac + 4'],CDD Ou Mission,1
Cloud Advisory Professional,Djezzy,2024-12-30 10:35:33.980,2025-02-28 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Chef de Compte Secteur (Délégué Commercial),Brandt Algérie,2024-12-30 10:33:07.000,2025-02-20 23:59:59.000,Industries,['Sétif'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,2
Chef de Compte Secteur (Délégué Commercial),Brandt Algérie,2024-12-30 10:12:56.000,2025-02-20 23:59:59.000,Industries,['Bouira'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Chef de Compte Secteur (Délégué Commercial),Brandt Algérie,2024-12-30 10:11:46.000,2025-02-20 23:59:59.000,Industries,['Biskra'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Analyste POS,Brandt Algérie,2024-12-30 10:11:15.060,2025-02-28 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Technicien en maintenance mécanique/ Oran,Equatorial Coca-Cola Bottling Company (ECCBC Algérie),2024-12-30 10:09:19.031,2025-02-28 23:59:59.000,Industries,['Oran'],['1 À 2 Ans'],['Bac + 2'],CDD Ou Mission,3
Linux Administrator,Entreprise anonyme,2024-12-30 10:08:55.657,2025-02-28 23:59:59.000,Industries,['Alger'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Ingénieur en Instrumentation,Entreprise anonyme,2024-12-30 10:08:48.653,2025-02-28 23:59:59.000,"Energie, Mines, Matière Première",['Alger'],"['1 À 2 Ans', '3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Bac + 4']",CDD Ou Mission,4
Oracle ERP Developer,Entreprise anonyme,2024-12-30 10:08:30.965,2025-02-28 23:59:59.000,Industries,['Alger'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Responsable Assurance qualité domaine dispositif médical et Pharmaceutique,Groupe SIM ,2024-12-30 10:07:45.129,2025-02-28 23:59:59.000,Industries,['Blida'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Technicien SAV,Oxxo Algérie ,2024-12-30 10:07:01.872,2025-02-28 23:59:59.000,Industries,['Alger'],['1 À 2 Ans'],['Bac + 2'],CDI,6
Agent de la sécurité préventive,Entreprise anonyme,2024-12-30 09:59:11.536,2025-02-16 23:59:59.000,"Energie, Mines, Matière Première",['Alger'],"['1 À 2 Ans', '3 À 5 Ans', '6 À 10 Ans', 'Plus de 10 Ans']","['Bac', 'Niveau Secondaire', 'Formation Professionnelle', 'Niveau Terminal']",CDD Ou Mission,3
"Développeur de Réseau de distribution Centre "" Marketing """,Entreprise anonyme,2024-12-30 09:58:03.944,2025-02-28 23:59:59.000,Industries,['Alger'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4']",CDI,1
Cloud Solutions Infrastructure Administrator,Djezzy,2024-12-30 09:57:28.773,2025-02-28 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
